Id,Scientific name,Interaction Type,Family ,Genus ,Specific epithet ,Plant,Scientific name authorship,Vernacular name,English vernacular name,Pollinators ref
450,Eulaema cingulata,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Gaglianone, M.C., Hoffmann, M. 2006. POLINIZADORES DO MARACUJÁ-AMARELO NO NORTE FLUMINENSE. Polinizadores de maracujás no Paraná. In: VII Encontro sobre Abelhas, Ribeirão Preto, CD-ROM."
451,Eulaema cingulata,Pollinates,Apocynaceae,Hancornia,speciosa,Hancornia speciosa,Gomes,mangaba,mangaba,"Darrault R.O., Schlindwein C. 2005. Limited Fruit production in Hancornia speciosa (Apocynaceae) and pollination by nocturanl and diurnal insects. Biotropica 37: 381-388."
452,Eulaema cingulata,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Maués-Venturieri, M.; Venturieri, G.C. Insetos visitantes e seu comportamento em inflorescências de urucuzeiro (Bixa orellana) em Belém-Pará. Belém, PA: EMBRAPA-CPATU, 1992, p.1-3."
453,Eulaema meriana,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Cavalcante MC, Oliveira FF, Maués MM, Freitas BM. 2012. Pollination requerements and the foraging behavior of potential pollinators of cultivated Brazil nut (Bertholletia excelsa Bonpl.) Tree in Central Amazon Rainforest. Psyche. doi:10.1155/2012/978019"
454,Eulaema meriana,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Cavalcante, M.C. 2008. Visitantes florais e polinização da castanha-do-brasil (Bertholletia excelsa H. & B.) em cultivo na Amazônia central. Dissertação. Universidade Federal do Ceará."
455,Eulaema meriana,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Cavalcante, M.C.; Maués, M.C.; Freitas, B.M. Polinização da castanheira-do-brasil (Bertholletia excelsa). In: Ribeiro, M.F. (ed). Terceira Semana dos Polinizadores. 2010. Petrolina. Embrapa Semiárido, Documentos, 249. 2012, p. 58-66."
456,Eulaema meriana,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Freitas, B.M.; Cavalcante, M.C. 2008. Visitantes Florais e Polinização da Castanha do Brasil (Bertholletia excelsa) em Cultivo Comercial na Floresta Amazônica. Encontro sobre Abelhas. Ribeirão Preto, p.58-64."
457,Eulaema meriana,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Maués M. 2002. Reproductive phenology and pollinatios of the brazil nut tree (Bertholletia excelsa Humb. & Bonpl. Lecythidaceae) in Eastern Amazonia. In: Kevan P & Imperatriz Fonseca VL (eds)- Pollinating Bees- The Conservation Link Between Agriculture and Nature- Ministry of Environment/ Brasilia, p.245-254."
458,Eulaema meriana,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"MAUES, M. M.; CAVALCANTE, M. C.; SANTOS, A. S.; COOREA, F. S. Agrobiodiversidade de polinizadores em duas áreas cultivadas com castanheira-do-brasil (Bertholletia excelsa Bonpl.) In: CONGRESSO BRASILEIRO DE RECURSOS GENÉTICOS, 2., 2012, Belém, PA. Anais... Brasília, DF: Sociedade Brasileira de Recursos Genéticos, 2012. "
459,Eulaema meriana,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"MAUES, M. M.; CAVALCANTE, M. C.; SANTOS, A. S.; COOREA, F. S. Agrobiodiversidade de polinizadores em duas áreas cultivadas com castanheira-do-brasil (Bertholletia excelsa Bonpl.) In: CONGRESSO BRASILEIRO DE RECURSOS GENÉTICOS, 2., 2012, Belém, PA. Anais... Brasília, DF: Sociedade Brasileira de Recursos Genéticos, 2012. "
460,Eulaema meriana,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Maués-Venturieri, M.; Venturieri, G.C. Insetos visitantes e seu comportamento em inflorescências de urucuzeiro (Bixa orellana) em Belém-Pará. Belém, PA: EMBRAPA-CPATU, 1992, p.1-3."
461,Eulaema mocsaryi,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Cavalcante MC, Oliveira FF, Maués MM, Freitas BM. 2012. Pollination requerements and the foraging behavior of potential pollinators of cultivated Brazil nut (Bertholletia excelsa Bonpl.) Tree in Central Amazon Rainforest. Psyche. doi:10.1155/2012/978019"
462,Eulaema mocsaryi,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Cavalcante, M.C. 2008. Visitantes florais e polinização da castanha-do-brasil (Bertholletia excelsa H. & B.) em cultivo na Amazônia central. Dissertação. Universidade Federal do Ceará."
463,Eulaema mocsaryi,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Cavalcante, M.C.; Maués, M.C.; Freitas, B.M. Polinização da castanheira-do-brasil (Bertholletia excelsa). In: Ribeiro, M.F. (ed). Terceira Semana dos Polinizadores. 2010. Petrolina. Embrapa Semiárido, Documentos, 249. 2012, p. 58-66."
464,Eulaema mocsaryi,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Cavalcante, M.C.; Oliveira, M.O.; Milfont, M.O.; Freitas, B.M.; Maués, M.M.; Oliveira, F.F. 2010. ABELHAS POLINIZADORAS DA CASTANHEIRA-DO-BRASIL SOB CULTIVO NA AMAZONIA CENTRAL. Encontro sobre abelhas. Ribeirão Preto. p. 435."
465,Eulaema mocsaryi,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Freitas, B.M.; Cavalcante, M.C. 2008. Visitantes Florais e Polinização da Castanha do Brasil (Bertholletia excelsa) em Cultivo Comercial na Floresta Amazônica. Encontro sobre Abelhas. Ribeirão Preto, p.58-64."
466,Eulaema mocsaryi,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"MAUES, M. M.; CAVALCANTE, M. C.; SANTOS, A. S.; COOREA, F. S. Agrobiodiversidade de polinizadores em duas áreas cultivadas com castanheira-do-brasil (Bertholletia excelsa Bonpl.) In: CONGRESSO BRASILEIRO DE RECURSOS GENÉTICOS, 2., 2012, Belém, PA. Anais... Brasília, DF: Sociedade Brasileira de Recursos Genéticos, 2012. "
467,Eulaema mocsaryi,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Santos CF. 2007. Influência de visitantes florais de Bertholletia excelsa Humb. & Bonpl. (Lecythidaceae), castanheira-do-Brasil, sobre o comportamento de forrageio de Xylocopa frontalis e Eulaema mocsary (Hymenoptera: Apidae). Dissertação, Universidade Federal do Amazonas."
468,Eulaema nigrita,Pollinates,Fabaceae,Dipteryx,odorata,Dipteryx odorata,(Aubl.) Willd.,cumaru,cumaru,"Maués MM, Macqueen D, Santos LFC. 1999. Biologia da polinização do cumaru (Dipterix odorata Willd. Leguminosae) essência florestal nativa da Amazonia.  In: Simpósio, Silvicultura na Amazônia Oriental: Contribuição de Projeto Embrapa/DFID, Belém, PA."
469,Eulaema nigrita,Pollinates,Myrtaceae,Campomanesia,pubescens,Campomanesia pubescens,(DC.) O. Berg,gabiroba,gabiroba,"Torenzan-Silingardi, H.M.; Del-Claro, K. (1998) Behavior of visitors and reproductive biology of Campomanesia pubescens (Myrtaceae) in cerrado vegetation. Ciência e Cultura 50: 281-284."
470,Eulaema nigrita,Pollinates,Fabaceae,Gliricidia,sepium,Gliricidia sepium,(Jacq.) Steud.,gliricídia,gliricidia,"Kiill LHP, DRUMOND MA. 2001. Floral Biology and reproductive system of Gliricidia sepium (Jacq.) Steud. (Fabaceae-Papilionidae) in Region of Petrolina , Pernambuco State, Brazil. Ciência Rural, Santa Maria 31:597-601."
471,Eulaema nigrita,Pollinates,Fabaceae,Vigna,unguiculata,NA,(L.) WALP.,feijão,bean,Barbosa e Souza. 2016. Gaia Scientia. Volume 10(4): 272-283.
472,Eulaema nigrita,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Maués M. 2002. Reproductive phenology and pollinatios of the brazil nut tree (Bertholletia excelsa Humb. & Bonpl. Lecythidaceae) in Eastern Amazonia. In: Kevan P & Imperatriz Fonseca VL (eds)- Pollinating Bees- The Conservation Link Between Agriculture and Nature- Ministry of Environment/ Brasilia, p.245-254."
473,Eulaema nigrita,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Maués, M.M.; Oliveira, F.C. 1999. Fenologia reprodutiva e entomofauna polinizadora da castanheira-do-brasil (Bertholletia excelsa Humb. & Bonpl. Lecythidaceae) na Amazonia oriental. In: Simpósio Silvicultura Na Amazônia Oriental: contribuições do Projeto Embrapa/DFID. Belém, PA. Resumos expandidos: EMBRAPA-CPATU: DFID."
474,Eulaema nigrita,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Maués, M.M.; Oliveira, F.C. 1999. Fenologia reprodutiva e entomofauna polinizadora da castanheira-do-brasil (Bertholletia excelsa Humb. & Bonpl. Lecythidaceae) na Amazonia oriental. In: Simpósio Silvicultura Na Amazônia Oriental: contribuições do Projeto Embrapa/DFID. Belém, PA. Resumos expandidos: EMBRAPA-CPATU: DFID."
475,Eulaema nigrita,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"Gaglianone MC, Rocha HHS, Benevides CR, Junqueira CN, Augusto SC. 2010. Importancia de Centridini (Apidae) na polinização de plantas de interesse agrícola: O Maracujá-doce (Passiflora alata Curtis) como um estudo de caso na região Sudeste do Brasil. Oecologia Australis 14: 152-164."
476,Eulaema nigrita,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"Gaglianone MC, Rocha HHS, Benevides CR, Junqueira CN, Augusto SC. 2010. Importancia de Centridini (Apidae) na polinização de plantas de interesse agrícola: O Maracujá-doce (Passiflora alata Curtis) como um estudo de caso na região Sudeste do Brasil. Oecologia Australis 14: 152-164."
477,Eulaema nigrita,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"SAZIMA, I. ; SAZIMA, M. . Mamangavas e irapuás (Apoidea): visitas, interações e consequências para polinização do maracujá (Passifloraceae). Revista Brasileira de Entomologia, v. 33, n.1, p. 109-118, 1989. "
478,Eulaema nigrita,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"Silva, C.I.; Bordon, N.G.; Rocha-Filho, L.C.; Garófalo, C.A. 2012. The importance of plant diversity in maintaining the pollinator bee, Eulaema nigrita (Hymenoptera: Apidae) in sweet passion fruit fields. Rev. Biol. Trop. 60 (4): 1553-1565."
479,Eulaema nigrita,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"Varassin I. G. & Silva A. G. 1999. A melitofilia em Passiflora alata Dryander (Passifloraceae), em vegetação de restinga. Rodriguésia 50(76/77): 5-17."
480,Eulaema nigrita,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Benevides CR, Gaglianone MC, Hoffmann M. 2009. Visitantes florais do maracujá-amarelo (Passiflora edulis f. flavicarpa Deg. Passifloraceae) em áreas de cultivo com diferentes proximidades a fragmentos florestais na região Norte Fluminense, RJ. Revista Brasileira de Entomologia 53: 415-421."
481,Eulaema nigrita,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Benevides CR, Gaglianone MC, Hoffmann M. 2009. Visitantes florais do maracujá-amarelo (Passiflora edulis f. flavicarpa Deg. Passifloraceae) em áreas de cultivo com diferentes proximidades a fragmentos florestais na região Norte Fluminense, RJ. Revista Brasileira de Entomologia 53: 415-421."
482,Eulaema nigrita,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Gaglianone, M.C., Hoffmann, M. 2006. POLINIZADORES DO MARACUJÁ-AMARELO NO NORTE FLUMINENSE. Polinizadores de maracujás no Paraná. In: VII Encontro sobre Abelhas, Ribeirão Preto, CD-ROM."
483,Eulaema nigrita,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
484,Eulaema nigrita,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
485,Eulaema nigrita,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
486,Eulaema nigrita,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"YAMAMOTO, M.; SILVA, C.I.; AUGUSTO, S.C.; BARBOSA, A.A.A.; OLIVEIRA, P.E. 2012. The role of bee diversity in pollination and fruit set of yellow passion fruit (Passiflora edulis forma flavicarpa, Passifloraceae) crop in Central Brazil. Apidologie  43:515–526."
487,Eulaema nigrita,Pollinates,Apocynaceae,Hancornia,speciosa,Hancornia speciosa,Gomes,mangaba,mangaba,"Darrault R.O., Schlindwein C. 2005. Limited Fruit production in Hancornia speciosa (Apocynaceae) and pollination by nocturanl and diurnal insects. Biotropica 37: 381-388."
488,Eulaema nigrita,Pollinates,Myrtaceae,Psidium,guajava,Psidium guajava,L.,goiaba,guava,"BOTI, J.B. 2001. POLINIZAÇÃO ENTOMÓFILA DA GOIABEIRA (Psidium guajava L., Myrtaceae): INFLUÊNCIA DA DISTÂNCIA DE FRAGMENTOS FLORESTAIS EM SANTA TERESA, ESPÍRITO SANTO. Tese de doutorado. Universidade Federal de Viçosa. 70pp."
489,Eulaema nigrita,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Costa AJC. 2005. Abelhas (Hymenoptera:Apoidea) visitantes das flores de Urucum (Bixa orellana L.), em Vitória da Conquista-BA. Dissertação apresentada à Universidade Estadual da Bahia. Vitória da Conquista-Bahia-Brasil."
490,Eulaema nigrita,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Costa, A.J.C.; Guimarães-Dias, F.; Pérez-Maluf, R. Abelhas (Hymenoptera: Apoidea) visitantes das flores de urucum em Vitória da Conquista, BA. Cienc. Rural vol.38 no.2 pp. 534-537 Santa Maria Mar./Apr. 2008"
491,Eulaema nigrita,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,Mesquita FLA. 2008. Abelhas visitantes das flores do Urucuzeiro (Bixa orellana L.) e suas eficiências de polinização. Dissertação de Mestrado em Zootecnia. Universidade Federal do Ceará.
492,Eulaema nigrita,Pollinates,Anacardiaceae,Spondias,mombin,Spondias mombin,L..,cajazeira,caja tree,"Oliveira, M.O.; Freitas, B.M.; Souza, F.X.; Cavalcante, M.C.; Milfont, M.O. 2010. Diversidade e abundância relativa das abelhas visitantes florais da cajazeira (Spondias mombin L.), sob cultivo, na chapada do apodi, limoeiro do norte – CE. IX Encontro Sobre Abelhas, p. 395."
493,Eulaema nigrita,Pollinates,Solanaceae,Solanum,licopersicum,Solanum licopersicum,NA,tomate,tomato,"Silva-Neto, C.M., Bergamini, L.L., Elias, M.A.S., Moreira, G.L., Morais, J.M., Bergamini, B.A.R., Franceschinelli, E.V. 2016. High species richness of native pollinators in Brazilian tomato crops. Braz J. Biol. On line version: http://dx.doi.org/10.1590/1519\-6984\.17515"
494,Eulaema nigrita,Pollinates,Solanaceae,Solanum,licopersicum,Solanum licopersicum,NA,tomate,tomato,Deprá et al. 2014. Journal of Pollination Ecology 12: 1-8.
495,Eulaema seabrai,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"Varassin I. G. & Silva A. G. 1999. A melitofilia em Passiflora alata Dryander (Passifloraceae), em vegetação de restinga. Rodriguésia 50(76/77): 5-17."
496,Exaerete smaragdina,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Gaglianone, M.C., Hoffmann, M. 2006. POLINIZADORES DO MARACUJÁ-AMARELO NO NORTE FLUMINENSE. Polinizadores de maracujás no Paraná. In: VII Encontro sobre Abelhas, Ribeirão Preto, CD-ROM."
497,Exaerete smaragdina,Pollinates,Apocynaceae,Hancornia,speciosa,Hancornia speciosa,Gomes,mangaba,mangaba,"Darrault R.O., Schlindwein C. 2005. Limited Fruit production in Hancornia speciosa (Apocynaceae) and pollination by nocturanl and diurnal insects. Biotropica 37: 381-388."
498,Exomalopsis analis,Pollinates,Anacardiaceae,Spondias,mombin,Spondias mombin,L.,cajazeira,caja tree,"Carneiro, L.T.S. 2012. Ecologia da polinização de Spondias mombin L. (Anacardiaceae) e competição por exploração entre Apis mellifera africanizada e abelhas nativas (Hymenoptera: Apoidea). Dissertação de mestrado. Universidade Federal da Paraíba."
499,Exomalopsis analis,Pollinates,Anacardiaceae,Spondias,mombin,Spondias mombin,L.,cajazeira,caja tree,"Carneiro, L.T.S.; Martins, C.F. 2012. Africanized honey bees pollinate and preempt the pollen of Spondias mombin (Anacardiaceae) flowers. Apidologie 43: 474–486."
500,Exomalopsis analis,Pollinates,Solanaceae,Caspicum,annuum var. cascadura Ikeda,Caspicum annuum var. cascadura Ikeda,L.,pimentão,bell pepper,"Faria Júnior LRR, Bendini JN, Barreto LMRC. 2008. Polination efficiency of honeybbes and entomophilous pollination in sweet pepper var. 'Cascadura Ikeda'. Bragantia, Campinas 67:261-266."
501,Exomalopsis analis,Pollinates,Solanaceae,Capsicum,annuum,Capsicum annuum,L.,pimentão,bell pepper,"Raw, A. 2000. Foraging Behaviour of Wild Bees at Hot Pepper Flowers (Capsicum annuum) and its Possible Influence on Cross Pollination. Annals of Botany 85: 487-492."
502,Exomalopsis analis,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Costa AJC. 2005. Abelhas (Hymenoptera:Apoidea) visitantes das flores de Urucum (Bixa orellana L.), em Vitória da Conquista-BA. Dissertação apresentada à Universidade Estadual da Bahia. Vitória da Conquista-Bahia-Brasil."
503,Exomalopsis analis,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Reis, F.L.A.M.; Reis, I.T.; Freitas, B.M.; Milfont, M.O.; Rizzardo, R.A.G. 2012. Diversidade comportamental entre diferentes espécies de abelhas Xylocopas visitantantes de uma mesma área de cultivo de urucum (Bixa orellana L.). VII CONNEPI: Congresso Norte-Nordeste de Tecnologia e Inovação, p. 1-4."
504,Exomalopsis analis,Pollinates,Solanaceae,Lycopersicum,esculentum,Lycopersicum esculentum,Mill.,tomate,tomato,Santos AB. 2009. Diversidade de visitantes florais e potenciais polinizadores de tomateiros (Solanum lycopersicum L.) em cultivos orgânicos e tradicionais. Dissertação. Universidade Federal de Sergipe.
505,Exomalopsis analis,Pollinates,Solanaceae,Lycopersicum,esculentum,Lycopersicum esculentum,Mill.,tomate,tomato,Santos AB. 2009. Diversidade de visitantes florais e potenciais polinizadores de tomateiros (Solanum lycopersicum L.) em cultivos orgânicos e tradicionais. Dissertação. Universidade Federal de Sergipe.
506,Exomalopsis analis,Pollinates,Solanaceae,Solanum,licopersicum,Solanum licopersicum,NA,tomate,tomato,"Silva-Neto, C.M., Bergamini, L.L., Elias, M.A.S., Moreira, G.L., Morais, J.M., Bergamini, B.A.R., Franceschinelli, E.V. 2016. High species richness of native pollinators in Brazilian tomato crops. Braz J. Biol. On line version: http://dx.doi.org/10.1590/1519\-6984\.17515"
507,Exomalopsis auropilosa,Pollinates,Fabaceae,Vouacapoua,americana,Vouacapoua americana,Aubl.,acapú,acapú,"Maués MM, Santos LFC, Macqueen D, Martins-da-Silva RCV. 1999. Biologia da polinização do Acapu (Vouacapoua americana Aubl. Leguminosae), uma essência florestal amazônica. Resumos Expandidos. Silvicultura na Amazônia Oriental. Documento n? 123 ISSN 0101-2835"
508,Exomalopsis auropilosa,Pollinates,Anacardiaceae,Spondias,mombin,Spondias mombin,L.,cajazeira,caja tree,"Carneiro, L.T.S. 2012. Ecologia da polinização de Spondias mombin L. (Anacardiaceae) e competição por exploração entre Apis mellifera africanizada e abelhas nativas (Hymenoptera: Apoidea). Dissertação de mestrado. Universidade Federal da Paraíba."
509,Exomalopsis auropilosa,Pollinates,Anacardiaceae,Spondias,mombin,Spondias mombin,L.,cajazeira,caja tree,"Carneiro, L.T.S.; Martins, C.F. 2012. Africanized honey bees pollinate and preempt the pollen of Spondias mombin (Anacardiaceae) flowers. Apidologie 43: 474–486."
510,Exomalopsis auropilosa,Pollinates,Oxalidaceae,Averrhoa,carambola,Averrhoa carambola,L.,carambola,star fruit,Castro M.S. 2002. Bee fauna of some tropical and exotic fruits: Potencial pollinators and their conservation. In: Kevan P & Imperatriz-Fonseca VL (e)- Pollinating bees- The Conservation Link Between Agriculture and Nature-Mnistry of Enviroment/ Brasilia. p.275-288.
511,Exomalopsis auropilosa,Pollinates,Myrtaceae,Psidium,guajava,Psidium guajava,L.,goiaba,guava,"BOTI, J.B. 2001. POLINIZAÇÃO ENTOMÓFILA DA GOIABEIRA (Psidium guajava L., Myrtaceae): INFLUÊNCIA DA DISTÂNCIA DE FRAGMENTOS FLORESTAIS EM SANTA TERESA, ESPÍRITO SANTO. Tese de doutorado. Universidade Federal de Viçosa. 70pp."
512,Exomalopsis auropilosa,Pollinates,Solanaceae,Capsicum,annuum,Capsicum annuum,L.,pimentão,bell pepper,"Raw, A. 2000. Foraging Behaviour of Wild Bees at Hot Pepper Flowers (Capsicum annuum) and its Possible Influence on Cross Pollination. Annals of Botany 85: 487-492."
513,Exomalopsis auropilosa,Pollinates,Solanaceae,Capsicum,annuum,Capsicum annuum,L.,pimentão,bell pepper,"Raw, A. 2000. Foraging Behaviour of Wild Bees at Hot Pepper Flowers (Capsicum annuum) and its Possible Influence on Cross Pollination. Annals of Botany 85: 487-492."
514,Exomalopsis auropilosa,Pollinates,Solanaceae,Capsicum,annuum,Capsicum annuum,L.,pimentão,bell pepper,"Roselino AC. 2005. Polinização em culturas de pimentão- Capsicum annuum por Melipona quadrifasciata anthidioides e Melipona scutellaris e de morango- Fragraria x ananassapor Scaptotrigona aff. depilis e Nannotrigona testaceicornis (Hymenoptera, Apidae,  Meliponini). Dissertação FFCLH Ribeirão Preto-USP."
515,Exomalopsis auropilosa,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Costa AJC. 2005. Abelhas (Hymenoptera:Apoidea) visitantes das flores de Urucum (Bixa orellana L.), em Vitória da Conquista-BA. Dissertação apresentada à Universidade Estadual da Bahia. Vitória da Conquista-Bahia-Brasil."
516,Exomalopsis auropilosa,Pollinates,Myrtaceae,Myrciaria,dubia,Myrciaria dubia,McVaugh,camu-camu,camu-camu,"Maués, M.M.; Couturier, G. 2002. Biologia floral e fenologia reprodutiva do camu-camu (Myrciaria dubia (H.B.K.) McVaugh, Myrtaceae) no Estado Pará, Brasil. Revista Brasil. Bot., V.25, p.441-448."
517,Exomalopsis auropilosa,Pollinates,Solanaceae,Lycopersicum,esculentum,Lycopersicum esculentum,Mill.,tomate,tomato,Santos AB. 2009. Diversidade de visitantes florais e potenciais polinizadores de tomateiros (Solanum lycopersicum L.) em cultivos orgânicos e tradicionais. Dissertação. Universidade Federal de Sergipe.
518,Exomalopsis auropilosa,Pollinates,Solanaceae,Lycopersicum,esculentum,Lycopersicum esculentum,Mill.,tomate,tomato,Santos AB. 2009. Diversidade de visitantes florais e potenciais polinizadores de tomateiros (Solanum lycopersicum L.) em cultivos orgânicos e tradicionais. Dissertação. Universidade Federal de Sergipe.
519,Exomalopsis auropilosa,Pollinates,Solanaceae,Solanum,licopersicum,Solanum licopersicum,NA,tomate,tomato,"Silva-Neto, C.M., Bergamini, L.L., Elias, M.A.S., Moreira, G.L., Morais, J.M., Bergamini, B.A.R., Franceschinelli, E.V. 2016. High species richness of native pollinators in Brazilian tomato crops. Braz J. Biol. On line version: http://dx.doi.org/10.1590/1519\-6984\.17515"
520,Exomalopsis fulvofasciata,Pollinates,Solanaceae,Capsicum,annuum,Capsicum annuum,L.,pimentão,bell pepper,"Raw, A. 2000. Foraging Behaviour of Wild Bees at Hot Pepper Flowers (Capsicum annuum) and its Possible Influence on Cross Pollination. Annals of Botany 85: 487-492."
521,Exomalopsis fulvofasciata,Pollinates,Solanaceae,Capsicum,annuum,Capsicum annuum,L.,pimentão,bell pepper,"Raw, A. 2000. Foraging Behaviour of Wild Bees at Hot Pepper Flowers (Capsicum annuum) and its Possible Influence on Cross Pollination. Annals of Botany 85: 487-492."
522,Exomalopsis fulvofasciata,Pollinates,Solanaceae,Solanum,licopersicum,Solanum licopersicum,NA,tomate,tomato,"Silva-Neto, C.M., Bergamini, L.L., Elias, M.A.S., Moreira, G.L., Morais, J.M., Bergamini, B.A.R., Franceschinelli, E.V. 2016. High species richness of native pollinators in Brazilian tomato crops. Braz J. Biol. On line version: http://dx.doi.org/10.1590/1519\-6984\.17515"
523,Frieseomelitta doederleini,Pollinates,Anacardiaceae,Spondias,tuberosa,Spondias tuberosa,Arruda,umbu,umbu,"BARRETO, L. S.; LEAL, S. M.; ANJOS, J. C. dos; CASTRO, M. S. de. Tipos polínicos dos visitantes florais do umbuzeiro (Spondias tuberosa, Anacardiaceae) no Território Indígena Pankararé. Candombá, v. 2, n. 2, p. 80-85, 2006."
524,Frieseomelitta doederleini,Pollinates,Anacardiaceae,Spondias,tuberosa,Spondias tuberosa,Arruda,umbu,umbu,"Viana BF. 2008. Management plans for fruit crop pollinators in the states of Bahia and Pernambuco, Northeastern Brazil.  In: Ministry of Environment. Pollinators management in Brazil. Ministry of Environment. Brasília, p. 38-40."
525,Frieseomelitta doederleini,Pollinates,Anacardiaceae,Spondias,tuberosa,Spondias tuberosa,Arruda,umbu,umbu,"Viana BF. 2008. Management plans for fruit crop pollinators in the states of Bahia and Pernambuco, Northeastern Brazil.  In: Ministry of Environment. Pollinators management in Brazil. Ministry of Environment. Brasília, p. 38-40."
